"","V1","V2","V3"
"2903",445.353369909956,342.85647906948,7
"2904",597.228611430256,239.949012999359,4
"2905",882.727994322694,260.270412406177,7
"2906",658.819810147755,374.534088965733,2
"2907",-222.692609545752,419.199245570412,6
"2908",-67.0789002127896,8.41209462326265,3
"2909",238.029334718555,213.449455381375,6
"2910",217.287574215205,374.196787442366,6
"2911",175.655505377416,77.1412192839927,5
"2912",485.179526545067,223.377685932685,4
"2913",115.045111389502,164.880673384235,5
"2914",744.85530199896,-47.5189673672959,7
"2915",790.20059148832,120.881337937819,7
"2916",410.415594318902,74.8453860055031,3
"2917",96.2459943748022,35.4529152773851,5
"2918",945.557323316487,382.486011950853,7
"2919",253.272278497788,225.536660122053,5
"2920",102.754886776729,217.900427164998,2
"2921",493.372666029501,-26.6496305469655,3
"2922",65.623286585559,328.050444387352,6
"2923",867.249028067684,437.815442440442,4
"2924",309.377870404381,285.392146417907,2
"2925",647.641718122678,-26.1508325295822,0
"2926",249.995035559665,219.424616985869,5
"2927",513.682055224154,179.606113299555,3
"2928",493.033659195128,-7.09025083907466,3
"2929",830.491459368133,169.489523355514,7
"2930",202.010516600812,355.093765373585,6
"2931",296.470838612538,309.699569218592,6
"2932",110.791453736308,249.134890158255,2
"2933",294.296604641141,144.912009776042,2
